"Htno","Subcode","Subname","Grade","Credits"
"16JK1A0104","R161102","MATHEMATICS-I","F","0"
"16JK1A0108","R161102","MATHEMATICS-I","F","0"
"16JK1A0110","R161105","ENGINEERING CHEMISTRY","C","3"
"16JK1A0113","R161102","MATHEMATICS-I","F","0"
"16JK1A0113","R161105","ENGINEERING CHEMISTRY","ABSENT","0"
"16JK1A0113","R161107","COMPUTER PROGRAMMING","C","3"
"16JK1A0113","R161108","ENVIRONMENTAL STUDIES","C","3"
"16JK1A0117","R161102","MATHEMATICS-I","D","3"
"16JK1A0117","R161111","ENGINEERING MECHANICS","D","3"
"16JK1A0122","R161105","ENGINEERING CHEMISTRY","C","3"
"16JK1A0122","R161111","ENGINEERING MECHANICS","F","0"
"16JK1A0124","R161102","MATHEMATICS-I","F","0"
"16JK1A0124","R161105","ENGINEERING CHEMISTRY","C","3"
"16JK1A0124","R161111","ENGINEERING MECHANICS","F","0"
"16JK1A0125","R161102","MATHEMATICS-I","F","0"
"16JK1A0125","R161105","ENGINEERING CHEMISTRY","C","3"
"16JK1A0125","R161111","ENGINEERING MECHANICS","F","0"
"16JK1A0132","R161102","MATHEMATICS-I","F","0"
"16JK1A0132","R161111","ENGINEERING MECHANICS","F","0"
"16JK1A0139","R161102","MATHEMATICS-I","C","3"
"16JK1A0142","R161105","ENGINEERING CHEMISTRY","C","3"
"16JK1A0142","R161107","COMPUTER PROGRAMMING","C","3"
"16JK1A0142","R161111","ENGINEERING MECHANICS","F","0"
"16JK1A0143","R161102","MATHEMATICS-I","C","3"
"16JK1A0143","R161105","ENGINEERING CHEMISTRY","C","3"
"16JK1A0143","R161111","ENGINEERING MECHANICS","F","0"
"16JK1A0144","R161102","MATHEMATICS-I","F","0"
"16JK1A0144","R161111","ENGINEERING MECHANICS","F","0"
"16JK1A0146","R161102","MATHEMATICS-I","F","0"
"16JK1A0146","R161105","ENGINEERING CHEMISTRY","C","3"
"16JK1A0146","R161107","COMPUTER PROGRAMMING","D","3"
"16JK1A0146","R161111","ENGINEERING MECHANICS","F","0"
"16JK1A0213","R161102","MATHEMATICS-I","F","0"
"16JK1A0213","R161111","ENGINEERING MECHANICS","D","3"
"16JK1A0303","R161102","MATHEMATICS-I","F","0"
"16JK1A0305","R161102","MATHEMATICS-I","F","0"
"16JK1A0311","R161102","MATHEMATICS-I","ABSENT","0"
"16JK1A0311","R161107","COMPUTER PROGRAMMING","F","0"
"16JK1A0311","R161111","ENGINEERING MECHANICS","ABSENT","0"
"16JK1A0315","R161102","MATHEMATICS-I","F","0"
"16JK1A0315","R161105","ENGINEERING CHEMISTRY","D","3"
"16JK1A0315","R161107","COMPUTER PROGRAMMING","F","0"
"16JK1A0315","R161111","ENGINEERING MECHANICS","F","0"
"16JK1A0318","R161105","ENGINEERING CHEMISTRY","C","3"
"16JK1A0318","R161107","COMPUTER PROGRAMMING","F","0"
"16JK1A0320","R161102","MATHEMATICS-I","F","0"
"16JK1A0322","R161102","MATHEMATICS-I","F","0"
"16JK1A0329","R161102","MATHEMATICS-I","F","0"
"16JK1A0330","R161105","ENGINEERING CHEMISTRY","C","3"
"16JK1A0333","R161105","ENGINEERING CHEMISTRY","D","3"
"16JK1A0333","R161111","ENGINEERING MECHANICS","F","0"
"16JK1A0334","R161105","ENGINEERING CHEMISTRY","F","0"
"16JK1A0335","R161111","ENGINEERING MECHANICS","F","0"
"16JK1A0337","R161102","MATHEMATICS-I","F","0"
"16JK1A0340","R161102","MATHEMATICS-I","F","0"
"16JK1A0340","R161105","ENGINEERING CHEMISTRY","ABSENT","0"
"16JK1A0340","R161107","COMPUTER PROGRAMMING","F","0"
"16JK1A0341","R161102","MATHEMATICS-I","F","0"
"16JK1A0344","R161102","MATHEMATICS-I","F","0"
"16JK1A0344","R161105","ENGINEERING CHEMISTRY","F","0"
"16JK1A0347","R161102","MATHEMATICS-I","F","0"
"16JK1A0347","R161105","ENGINEERING CHEMISTRY","D","3"
"16JK1A0347","R161111","ENGINEERING MECHANICS","F","0"
"16JK1A0356","R161102","MATHEMATICS-I","F","0"
"16JK1A0357","R161102","MATHEMATICS-I","F","0"
"16JK1A0360","R161102","MATHEMATICS-I","F","0"
"16JK1A0360","R161105","ENGINEERING CHEMISTRY","F","0"
"16JK1A0366","R161102","MATHEMATICS-I","F","0"
"16JK1A0366","R161105","ENGINEERING CHEMISTRY","C","3"
"16JK1A0367","R161111","ENGINEERING MECHANICS","F","0"
"16JK1A0406","R161104","APPLIED PHYSICS","F","0"
"16JK1A0406","R161110","MATHEMATICS-II (NUMERICAL METHODS AND CO","F","0"
"16JK1A0410","R161104","APPLIED PHYSICS","F","0"
"16JK1A0412","R161102","MATHEMATICS-I","F","0"
"16JK1A0412","R161104","APPLIED PHYSICS","F","0"
"16JK1A0412","R161107","COMPUTER PROGRAMMING","F","0"
"16JK1A0412","R161113","ENGINEERING DRAWING","ABSENT","0"
"16JK1A0415","R161102","MATHEMATICS-I","F","0"
"16JK1A0415","R161104","APPLIED PHYSICS","F","0"
"16JK1A0415","R161110","MATHEMATICS-II (NUMERICAL METHODS AND CO","F","0"
"16JK1A0417","R161102","MATHEMATICS-I","F","0"
"16JK1A0417","R161104","APPLIED PHYSICS","F","0"
"16JK1A0417","R161110","MATHEMATICS-II (NUMERICAL METHODS AND CO","F","0"
"16JK1A0418","R161104","APPLIED PHYSICS","F","0"
"16JK1A0418","R161113","ENGINEERING DRAWING","B","3"
"16JK1A0420","R161104","APPLIED PHYSICS","F","0"
"16JK1A0420","R161110","MATHEMATICS-II (NUMERICAL METHODS AND CO","F","0"
"16JK1A0420","R161113","ENGINEERING DRAWING","F","0"
"16JK1A0421","R161110","MATHEMATICS-II (NUMERICAL METHODS AND CO","D","3"
"16JK1A0427","R161102","MATHEMATICS-I","F","0"
"16JK1A0430","R161104","APPLIED PHYSICS","F","0"
"16JK1A0434","R161104","APPLIED PHYSICS","F","0"
"16JK1A0434","R161110","MATHEMATICS-II (NUMERICAL METHODS AND CO","F","0"
"16JK1A0434","R161113","ENGINEERING DRAWING","F","0"
"16JK1A0436","R161104","APPLIED PHYSICS","F","0"
"16JK1A0436","R161113","ENGINEERING DRAWING","F","0"
"16JK1A0437","R161104","APPLIED PHYSICS","F","0"
"16JK1A0437","R161113","ENGINEERING DRAWING","C","3"
"16JK1A0441","R161104","APPLIED PHYSICS","F","0"
"16JK1A0441","R161110","MATHEMATICS-II (NUMERICAL METHODS AND CO","F","0"
"16JK1A0445","R161102","MATHEMATICS-I","F","0"
"16JK1A0445","R161107","COMPUTER PROGRAMMING","F","0"
"16JK1A0445","R161110","MATHEMATICS-II (NUMERICAL METHODS AND CO","F","0"
"16JK1A0447","R161104","APPLIED PHYSICS","F","0"
"16JK1A0447","R161107","COMPUTER PROGRAMMING","F","0"
"16JK1A0447","R161110","MATHEMATICS-II (NUMERICAL METHODS AND CO","F","0"
"16JK1A0451","R161104","APPLIED PHYSICS","B","3"
"16JK1A0455","R161104","APPLIED PHYSICS","F","0"
"16JK1A0455","R161107","COMPUTER PROGRAMMING","F","0"
"16JK1A0457","R161102","MATHEMATICS-I","F","0"
"16JK1A0459","R161104","APPLIED PHYSICS","F","0"
"16JK1A0459","R161107","COMPUTER PROGRAMMING","F","0"
"16JK1A0459","R161113","ENGINEERING DRAWING","ABSENT","0"
"16JK1A0460","R161102","MATHEMATICS-I","D","3"
"16JK1A0462","R161102","MATHEMATICS-I","F","0"
"16JK1A0462","R161104","APPLIED PHYSICS","ABSENT","0"
"16JK1A0462","R161107","COMPUTER PROGRAMMING","D","3"
"16JK1A0462","R161110","MATHEMATICS-II (NUMERICAL METHODS AND CO","ABSENT","0"
"16JK1A0465","R161102","MATHEMATICS-I","F","0"
"16JK1A0465","R161110","MATHEMATICS-II (NUMERICAL METHODS AND CO","D","3"
"16JK1A0468","R161104","APPLIED PHYSICS","F","0"
"16JK1A0468","R161107","COMPUTER PROGRAMMING","F","0"
"16JK1A0468","R161110","MATHEMATICS-II (NUMERICAL METHODS AND CO","F","0"
"16JK1A0473","R161110","MATHEMATICS-II (NUMERICAL METHODS AND CO","F","0"
"16JK1A0474","R161104","APPLIED PHYSICS","F","0"
"16JK1A0474","R161107","COMPUTER PROGRAMMING","F","0"
"16JK1A0474","R161110","MATHEMATICS-II (NUMERICAL METHODS AND CO","F","0"
"16JK1A0501","R161102","MATHEMATICS-I","F","0"
"16JK1A0501","R161104","APPLIED PHYSICS","F","0"
"16JK1A0501","R161109","MATHEMATICS-II (MATHEMATICAL METHODS)","F","0"
"16JK1A0501","R161112","ENGINEERING DRAWING(CSE/IT/AGRI.E)","F","0"
"16JK1A0502","R161109","MATHEMATICS-II (MATHEMATICAL METHODS)","F","0"
"16JK1A0502","R161112","ENGINEERING DRAWING(CSE/IT/AGRI.E)","F","0"
"16JK1A0506","R161102","MATHEMATICS-I","F","0"
"16JK1A0506","R161104","APPLIED PHYSICS","F","0"
"16JK1A0506","R161109","MATHEMATICS-II (MATHEMATICAL METHODS)","F","0"
"16JK1A0510","R161112","ENGINEERING DRAWING(CSE/IT/AGRI.E)","D","3"
"16JK1A0511","R161102","MATHEMATICS-I","F","0"
"16JK1A0511","R161104","APPLIED PHYSICS","F","0"
"16JK1A0511","R161107","COMPUTER PROGRAMMING","D","3"
"16JK1A0511","R161112","ENGINEERING DRAWING(CSE/IT/AGRI.E)","D","3"
"16JK1A0514","R161104","APPLIED PHYSICS","F","0"
"16JK1A0514","R161109","MATHEMATICS-II (MATHEMATICAL METHODS)","F","0"
"16JK1A0515","R161102","MATHEMATICS-I","F","0"
"16JK1A0515","R161104","APPLIED PHYSICS","F","0"
"16JK1A0515","R161112","ENGINEERING DRAWING(CSE/IT/AGRI.E)","F","0"
"16JK1A0517","R161107","COMPUTER PROGRAMMING","C","3"
"16JK1A0519","R161102","MATHEMATICS-I","F","0"
"16JK1A0519","R161104","APPLIED PHYSICS","F","0"
"16JK1A0519","R161107","COMPUTER PROGRAMMING","C","3"
"16JK1A0524","R161107","COMPUTER PROGRAMMING","D","3"
"16JK1A0524","R161109","MATHEMATICS-II (MATHEMATICAL METHODS)","D","3"
"16JK1A0524","R161112","ENGINEERING DRAWING(CSE/IT/AGRI.E)","F","0"
"16JK1A0525","R161102","MATHEMATICS-I","F","0"
"16JK1A0526","R161102","MATHEMATICS-I","F","0"
"16JK1A0526","R161107","COMPUTER PROGRAMMING","F","0"
"16JK1A0526","R161109","MATHEMATICS-II (MATHEMATICAL METHODS)","F","0"
"16JK1A0526","R161112","ENGINEERING DRAWING(CSE/IT/AGRI.E)","F","0"
"16JK1A0529","R161107","COMPUTER PROGRAMMING","C","3"
"16JK1A0530","R161104","APPLIED PHYSICS","F","0"
"16JK1A0530","R161107","COMPUTER PROGRAMMING","F","0"
"16JK1A0530","R161109","MATHEMATICS-II (MATHEMATICAL METHODS)","F","0"
"16JK1A0530","R161112","ENGINEERING DRAWING(CSE/IT/AGRI.E)","F","0"
"16JK1A0531","R161104","APPLIED PHYSICS","F","0"
"16JK1A0533","R161102","MATHEMATICS-I","F","0"
"16JK1A0533","R161107","COMPUTER PROGRAMMING","F","0"
"16JK1A0533","R161109","MATHEMATICS-II (MATHEMATICAL METHODS)","F","0"
"16JK1A0533","R161112","ENGINEERING DRAWING(CSE/IT/AGRI.E)","F","0"
"16JK1A0535","R161109","MATHEMATICS-II (MATHEMATICAL METHODS)","C","3"
"16JK1A0536","R161104","APPLIED PHYSICS","C","3"
"16JK1A0536","R161112","ENGINEERING DRAWING(CSE/IT/AGRI.E)","D","3"
"16JK1A0537","R161107","COMPUTER PROGRAMMING","F","0"
"16JK1A0538","R161102","MATHEMATICS-I","F","0"
"16JK1A0538","R161104","APPLIED PHYSICS","F","0"
"16JK1A0538","R161107","COMPUTER PROGRAMMING","D","3"
"16JK1A0538","R161109","MATHEMATICS-II (MATHEMATICAL METHODS)","F","0"
"16JK1A0538","R161112","ENGINEERING DRAWING(CSE/IT/AGRI.E)","C","3"
"16JK1A0541","R161107","COMPUTER PROGRAMMING","F","0"
"16JK1A0546","R161102","MATHEMATICS-I","F","0"
"16JK1A0546","R161104","APPLIED PHYSICS","F","0"
"16JK1A0546","R161109","MATHEMATICS-II (MATHEMATICAL METHODS)","F","0"
"16JK1A0546","R161112","ENGINEERING DRAWING(CSE/IT/AGRI.E)","C","3"
"16JK1A0547","R161102","MATHEMATICS-I","F","0"
"16JK1A0547","R161104","APPLIED PHYSICS","C","3"
"16JK1A0552","R161104","APPLIED PHYSICS","F","0"
"17JK1A0102","R161102","MATHEMATICS-I","F","0"
"17JK1A0102","R161105","ENGINEERING CHEMISTRY","B","3"
"17JK1A0104","R161111","ENGINEERING MECHANICS","F","0"
"17JK1A0105","R161105","ENGINEERING CHEMISTRY","D","3"
"17JK1A0111","R161105","ENGINEERING CHEMISTRY","F","0"
"17JK1A0113","R161105","ENGINEERING CHEMISTRY","C","3"
"17JK1A0114","R161105","ENGINEERING CHEMISTRY","C","3"
"17JK1A0115","R161105","ENGINEERING CHEMISTRY","C","3"
"17JK1A0115","R161107","COMPUTER PROGRAMMING","C","3"
"17JK1A0117","R161105","ENGINEERING CHEMISTRY","C","3"
"17JK1A0118","R161105","ENGINEERING CHEMISTRY","C","3"
"17JK1A0118","R161107","COMPUTER PROGRAMMING","C","3"
"17JK1A0301","R161105","ENGINEERING CHEMISTRY","C","3"
"17JK1A0301","R161111","ENGINEERING MECHANICS","D","3"
"17JK1A0302","R161102","MATHEMATICS-I","F","0"
"17JK1A0302","R161107","COMPUTER PROGRAMMING","F","0"
"17JK1A0302","R161111","ENGINEERING MECHANICS","F","0"
"17JK1A0304","R161107","COMPUTER PROGRAMMING","F","0"
"17JK1A0304","R161111","ENGINEERING MECHANICS","F","0"
"17JK1A0305","R161102","MATHEMATICS-I","F","0"
"17JK1A0305","R161105","ENGINEERING CHEMISTRY","D","3"
"17JK1A0305","R161111","ENGINEERING MECHANICS","F","0"
"17JK1A0306","R161107","COMPUTER PROGRAMMING","F","0"
"17JK1A0306","R161111","ENGINEERING MECHANICS","F","0"
"17JK1A0308","R161105","ENGINEERING CHEMISTRY","F","0"
"17JK1A0308","R161107","COMPUTER PROGRAMMING","F","0"
"17JK1A0309","R161107","COMPUTER PROGRAMMING","C","3"
"17JK1A0311","R161102","MATHEMATICS-I","F","0"
"17JK1A0311","R161105","ENGINEERING CHEMISTRY","F","0"
"17JK1A0311","R161107","COMPUTER PROGRAMMING","F","0"
"17JK1A0312","R161102","MATHEMATICS-I","F","0"
"17JK1A0312","R161105","ENGINEERING CHEMISTRY","F","0"
"17JK1A0312","R161107","COMPUTER PROGRAMMING","F","0"
"17JK1A0312","R161111","ENGINEERING MECHANICS","F","0"
"17JK1A0313","R161102","MATHEMATICS-I","F","0"
"17JK1A0313","R161107","COMPUTER PROGRAMMING","F","0"
"17JK1A0313","R161111","ENGINEERING MECHANICS","F","0"
"17JK1A0315","R161105","ENGINEERING CHEMISTRY","D","3"
"17JK1A0315","R161107","COMPUTER PROGRAMMING","F","0"
"17JK1A0317","R161105","ENGINEERING CHEMISTRY","D","3"
"17JK1A0317","R161111","ENGINEERING MECHANICS","F","0"
"17JK1A0318","R161105","ENGINEERING CHEMISTRY","C","3"
"17JK1A0320","R161111","ENGINEERING MECHANICS","C","3"
"17JK1A0322","R161105","ENGINEERING CHEMISTRY","C","3"
"17JK1A0322","R161107","COMPUTER PROGRAMMING","F","0"
"17JK1A0322","R161111","ENGINEERING MECHANICS","F","0"
"17JK1A0323","R161105","ENGINEERING CHEMISTRY","C","3"
"17JK1A0323","R161107","COMPUTER PROGRAMMING","F","0"
"17JK1A0324","R161111","ENGINEERING MECHANICS","D","3"
"17JK1A0325","R161107","COMPUTER PROGRAMMING","F","0"
"17JK1A0325","R161111","ENGINEERING MECHANICS","F","0"
"17JK1A0329","R161105","ENGINEERING CHEMISTRY","C","3"
"17JK1A0329","R161107","COMPUTER PROGRAMMING","C","3"
"17JK1A0402","R161104","APPLIED PHYSICS","F","0"
"17JK1A0402","R161107","COMPUTER PROGRAMMING","F","0"
"17JK1A0406","R161104","APPLIED PHYSICS","F","0"
"17JK1A0408","R161110","MATHEMATICS-II (NUMERICAL METHODS AND CO","F","0"
"17JK1A0417","R161102","MATHEMATICS-I","F","0"
"17JK1A0417","R161104","APPLIED PHYSICS","F","0"
"17JK1A0417","R161107","COMPUTER PROGRAMMING","F","0"
"17JK1A0417","R161110","MATHEMATICS-II (NUMERICAL METHODS AND CO","F","0"
"17JK1A0417","R161113","ENGINEERING DRAWING","F","0"
"17JK1A0420","R161113","ENGINEERING DRAWING","C","3"
"17JK1A0425","R161113","ENGINEERING DRAWING","C","3"
"17JK1A0428","R161107","COMPUTER PROGRAMMING","F","0"
"17JK1A0428","R161113","ENGINEERING DRAWING","F","0"
"17JK1A0503","R161102","MATHEMATICS-I","D","3"
"17JK1A0503","R161104","APPLIED PHYSICS","F","0"
"17JK1A0503","R161107","COMPUTER PROGRAMMING","C","3"
"17JK1A0505","R161104","APPLIED PHYSICS","F","0"
"17JK1A0505","R161109","MATHEMATICS-II (MATHEMATICAL METHODS)","F","0"
"17JK1A0508","R161104","APPLIED PHYSICS","F","0"
"17JK1A0508","R161107","COMPUTER PROGRAMMING","D","3"
"17JK1A0508","R161109","MATHEMATICS-II (MATHEMATICAL METHODS)","F","0"
"17JK1A0509","R161102","MATHEMATICS-I","F","0"
"17JK1A0509","R161104","APPLIED PHYSICS","F","0"
"17JK1A0509","R161107","COMPUTER PROGRAMMING","D","3"
"17JK1A0509","R161112","ENGINEERING DRAWING(CSE/IT/AGRI.E)","F","0"
"17JK1A0510","R161107","COMPUTER PROGRAMMING","C","3"
"17JK1A0512","R161102","MATHEMATICS-I","F","0"
"17JK1A0512","R161107","COMPUTER PROGRAMMING","F","0"
"17JK1A0512","R161112","ENGINEERING DRAWING(CSE/IT/AGRI.E)","F","0"
"17JK1A0516","R161112","ENGINEERING DRAWING(CSE/IT/AGRI.E)","C","3"
"17JK1A0520","R161101","ENGLISH-I","ABSENT","0"
"17JK1A0520","R161102","MATHEMATICS-I","F","0"
"17JK1A0520","R161104","APPLIED PHYSICS","F","0"
"17JK1A0520","R161107","COMPUTER PROGRAMMING","D","3"
"17JK1A0520","R161109","MATHEMATICS-II (MATHEMATICAL METHODS)","F","0"
"17JK1A0520","R161112","ENGINEERING DRAWING(CSE/IT/AGRI.E)","D","3"
"17JK1A0521","R161102","MATHEMATICS-I","F","0"
"17JK1A0521","R161104","APPLIED PHYSICS","F","0"
"17JK1A0521","R161107","COMPUTER PROGRAMMING","F","0"
"17JK1A0521","R161109","MATHEMATICS-II (MATHEMATICAL METHODS)","F","0"
"17JK1A0521","R161112","ENGINEERING DRAWING(CSE/IT/AGRI.E)","F","0"
"17JK1A0522","R161102","MATHEMATICS-I","F","0"
"17JK1A0522","R161104","APPLIED PHYSICS","F","0"
"17JK1A0522","R161107","COMPUTER PROGRAMMING","F","0"
"17JK1A0522","R161112","ENGINEERING DRAWING(CSE/IT/AGRI.E)","F","0"
"17JK1A0524","R161102","MATHEMATICS-I","F","0"
"17JK1A0524","R161104","APPLIED PHYSICS","F","0"
"17JK1A0524","R161107","COMPUTER PROGRAMMING","F","0"
"17JK1A0524","R161112","ENGINEERING DRAWING(CSE/IT/AGRI.E)","B","3"
"17JK1A0525","R161104","APPLIED PHYSICS","F","0"
"17JK1A0525","R161107","COMPUTER PROGRAMMING","F","0"
"17JK1A0527","R161102","MATHEMATICS-I","F","0"
"17JK1A0527","R161104","APPLIED PHYSICS","F","0"
"17JK1A0527","R161107","COMPUTER PROGRAMMING","D","3"
"17JK1A0527","R161109","MATHEMATICS-II (MATHEMATICAL METHODS)","F","0"
"17JK1A0527","R161112","ENGINEERING DRAWING(CSE/IT/AGRI.E)","C","3"
"17JK1A0528","R161107","COMPUTER PROGRAMMING","F","0"
"17JK1A0528","R161112","ENGINEERING DRAWING(CSE/IT/AGRI.E)","F","0"
"17JK1A0532","R161107","COMPUTER PROGRAMMING","F","0"
"17JK1A0532","R161112","ENGINEERING DRAWING(CSE/IT/AGRI.E)","F","0"
"17JK1A0541","R161102","MATHEMATICS-I","F","0"
"17JK1A0541","R161104","APPLIED PHYSICS","F","0"
"17JK1A0541","R161107","COMPUTER PROGRAMMING","F","0"
"17JK1A0541","R161109","MATHEMATICS-II (MATHEMATICAL METHODS)","F","0"
"17JK1A0543","R161102","MATHEMATICS-I","F","0"
"17JK1A0543","R161104","APPLIED PHYSICS","F","0"
"17JK1A0543","R161112","ENGINEERING DRAWING(CSE/IT/AGRI.E)","C","3"
"17JK1A0544","R161104","APPLIED PHYSICS","F","0"
"17JK1A0544","R161109","MATHEMATICS-II (MATHEMATICAL METHODS)","F","0"
"17JK1A0544","R161112","ENGINEERING DRAWING(CSE/IT/AGRI.E)","F","0"
"17JK1A0547","R161102","MATHEMATICS-I","F","0"
"17JK1A0547","R161104","APPLIED PHYSICS","F","0"
"17JK1A0547","R161112","ENGINEERING DRAWING(CSE/IT/AGRI.E)","C","3"
"18JK1A0101","R161102","MATHEMATICS-I","F","0"
"18JK1A0101","R161111","ENGINEERING MECHANICS","F","0"
"18JK1A0102","R161105","ENGINEERING CHEMISTRY","D","3"
"18JK1A0102","R161111","ENGINEERING MECHANICS","F","0"
"18JK1A0108","R161105","ENGINEERING CHEMISTRY","F","0"
"18JK1A0110","R161105","ENGINEERING CHEMISTRY","F","0"
"18JK1A0110","R161107","COMPUTER PROGRAMMING","F","0"
"18JK1A0110","R161111","ENGINEERING MECHANICS","F","0"
"18JK1A0112","R161105","ENGINEERING CHEMISTRY","ABSENT","0"
"18JK1A0112","R161111","ENGINEERING MECHANICS","F","0"
"18JK1A0114","R161105","ENGINEERING CHEMISTRY","F","0"
"18JK1A0114","R161107","COMPUTER PROGRAMMING","D","3"
"18JK1A0114","R161111","ENGINEERING MECHANICS","F","0"
"18JK1A0115","R161102","MATHEMATICS-I","F","0"
"18JK1A0115","R161105","ENGINEERING CHEMISTRY","F","0"
"18JK1A0115","R161107","COMPUTER PROGRAMMING","F","0"
"18JK1A0115","R161111","ENGINEERING MECHANICS","F","0"
"18JK1A0116","R161102","MATHEMATICS-I","C","3"
"18JK1A0116","R161105","ENGINEERING CHEMISTRY","D","3"
"18JK1A0116","R161111","ENGINEERING MECHANICS","F","0"
"18JK1A0202","R161101","ENGLISH-I","D","3"
"18JK1A0202","R161102","MATHEMATICS-I","F","0"
"18JK1A0202","R161106","APPLIED CHEMISTRY","F","0"
"18JK1A0202","R161107","COMPUTER PROGRAMMING","D","3"
"18JK1A0202","R161108","ENVIRONMENTAL STUDIES","F","0"
"18JK1A0202","R161111","ENGINEERING MECHANICS","F","0"
"18JK1A0202","R161114","ENGLISH-COMMUNICATION SKILLS LAB-I","C","2"
"18JK1A0202","R161119","C PROGRAMMING LAB","C","2"
"18JK1A0202","R161122","APPLIED/ENGINEERING CHEMISTRY LABORATORY","C","2"
"18JK1A0205","R161107","COMPUTER PROGRAMMING","C","3"
"18JK1A0207","R161107","COMPUTER PROGRAMMING","D","3"
"18JK1A0207","R161111","ENGINEERING MECHANICS","F","0"
"18JK1A0208","R161107","COMPUTER PROGRAMMING","C","3"
"18JK1A0302","R161108","ENVIRONMENTAL STUDIES","F","0"
"18JK1A0302","R161111","ENGINEERING MECHANICS","F","0"
"18JK1A0303","R161105","ENGINEERING CHEMISTRY","D","3"
"18JK1A0303","R161107","COMPUTER PROGRAMMING","F","0"
"18JK1A0303","R161111","ENGINEERING MECHANICS","F","0"
"18JK1A0308","R161111","ENGINEERING MECHANICS","F","0"
"18JK1A0310","R161102","MATHEMATICS-I","F","0"
"18JK1A0310","R161105","ENGINEERING CHEMISTRY","D","3"
"18JK1A0310","R161107","COMPUTER PROGRAMMING","F","0"
"18JK1A0310","R161111","ENGINEERING MECHANICS","F","0"
"18JK1A0313","R161102","MATHEMATICS-I","F","0"
"18JK1A0313","R161105","ENGINEERING CHEMISTRY","C","3"
"18JK1A0313","R161111","ENGINEERING MECHANICS","F","0"
"18JK1A0314","R161105","ENGINEERING CHEMISTRY","D","3"
"18JK1A0314","R161107","COMPUTER PROGRAMMING","F","0"
"18JK1A0314","R161111","ENGINEERING MECHANICS","F","0"
"18JK1A0315","R161102","MATHEMATICS-I","F","0"
"18JK1A0315","R161107","COMPUTER PROGRAMMING","F","0"
"18JK1A0315","R161111","ENGINEERING MECHANICS","F","0"
"18JK1A0401","R161113","ENGINEERING DRAWING","F","0"
"18JK1A0404","R161104","APPLIED PHYSICS","F","0"
"18JK1A0404","R161107","COMPUTER PROGRAMMING","F","0"
"18JK1A0404","R161113","ENGINEERING DRAWING","F","0"
"18JK1A0405","R161104","APPLIED PHYSICS","F","0"
"18JK1A0405","R161107","COMPUTER PROGRAMMING","F","0"
"18JK1A0406","R161104","APPLIED PHYSICS","F","0"
"18JK1A0406","R161110","MATHEMATICS-II (NUMERICAL METHODS AND CO","F","0"
"18JK1A0407","R161102","MATHEMATICS-I","F","0"
"18JK1A0407","R161104","APPLIED PHYSICS","F","0"
"18JK1A0407","R161110","MATHEMATICS-II (NUMERICAL METHODS AND CO","F","0"
"18JK1A0408","R161102","MATHEMATICS-I","F","0"
"18JK1A0408","R161110","MATHEMATICS-II (NUMERICAL METHODS AND CO","F","0"
"18JK1A0414","R161113","ENGINEERING DRAWING","C","3"
"18JK1A0418","R161101","ENGLISH-I","ABSENT","0"
"18JK1A0418","R161104","APPLIED PHYSICS","F","0"
"18JK1A0418","R161107","COMPUTER PROGRAMMING","ABSENT","0"
"18JK1A0419","R161102","MATHEMATICS-I","F","0"
"18JK1A0419","R161104","APPLIED PHYSICS","F","0"
"18JK1A0419","R161113","ENGINEERING DRAWING","C","3"
"18JK1A0423","R161102","MATHEMATICS-I","F","0"
"18JK1A0423","R161104","APPLIED PHYSICS","F","0"
"18JK1A0423","R161110","MATHEMATICS-II (NUMERICAL METHODS AND CO","F","0"
"18JK1A0424","R161104","APPLIED PHYSICS","F","0"
"18JK1A0424","R161113","ENGINEERING DRAWING","B","3"
"18JK1A0425","R161107","COMPUTER PROGRAMMING","F","0"
"18JK1A0430","R161101","ENGLISH-I","ABSENT","0"
"18JK1A0430","R161104","APPLIED PHYSICS","F","0"
"18JK1A0430","R161107","COMPUTER PROGRAMMING","F","0"
"18JK1A0431","R161104","APPLIED PHYSICS","F","0"
"18JK1A0431","R161113","ENGINEERING DRAWING","F","0"
"18JK1A0432","R161104","APPLIED PHYSICS","C","3"
"18JK1A0432","R161107","COMPUTER PROGRAMMING","F","0"
"18JK1A0433","R161102","MATHEMATICS-I","F","0"
"18JK1A0433","R161104","APPLIED PHYSICS","F","0"
"18JK1A0433","R161107","COMPUTER PROGRAMMING","F","0"
"18JK1A0433","R161110","MATHEMATICS-II (NUMERICAL METHODS AND CO","ABSENT","0"
"18JK1A0433","R161113","ENGINEERING DRAWING","F","0"
"18JK1A0434","R161104","APPLIED PHYSICS","F","0"
"18JK1A0435","R161104","APPLIED PHYSICS","F","0"
"18JK1A0435","R161113","ENGINEERING DRAWING","F","0"
"18JK1A0438","R161104","APPLIED PHYSICS","F","0"
"18JK1A0439","R161104","APPLIED PHYSICS","C","3"
"18JK1A0440","R161102","MATHEMATICS-I","F","0"
"18JK1A0440","R161104","APPLIED PHYSICS","F","0"
"18JK1A0440","R161113","ENGINEERING DRAWING","F","0"
"18JK1A0443","R161110","MATHEMATICS-II (NUMERICAL METHODS AND CO","F","0"
"18JK1A0443","R161113","ENGINEERING DRAWING","B","3"
"18JK1A0444","R161104","APPLIED PHYSICS","F","0"
"18JK1A0444","R161113","ENGINEERING DRAWING","F","0"
"18JK1A0449","R161107","COMPUTER PROGRAMMING","F","0"
