"Htno","Subcode","Subname","Grade","Credits"
"19JK1A0453","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0453","R19ES1101","PROGRAMMING FOR PROBLEM SOLVING USING C","F","0"
"19JK1A0453","R19ES1102","PROGRAMMING FOR PROBLEM SOLVING USING C","S","1"
"19JK1A0453","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0453","R19HS1101","ENGLISH","C","3"
"19JK1A0453","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0453","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0454","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0454","R19BS1106","APPLIED CHEMISTRY","F","0"
"19JK1A0454","R19BS1107","APPLIED CHEMISTRY LAB","A","1"
"19JK1A0454","R19ES1101","PROGRAMMING FOR PROBLEM SOLVING USING C","F","0"
"19JK1A0454","R19ES1102","PROGRAMMING FOR PROBLEM SOLVING USING C","O","1"
"19JK1A0454","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0454","R19HS1101","ENGLISH","D","3"
"19JK1A0454","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0454","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0455","R19BS1101","MATHEMATICS-I","A","3"
"19JK1A0455","R19BS1106","APPLIED CHEMISTRY","B","3"
"19JK1A0455","R19BS1107","APPLIED CHEMISTRY LAB","O","1"
"19JK1A0455","R19ES1101","PROGRAMMING FOR PROBLEM SOLVING USING C","B","3"
"19JK1A0455","R19ES1102","PROGRAMMING FOR PROBLEM SOLVING USING C","S","1"
"19JK1A0455","R19ES1103","ENGINEERING DRAWING","C","2"
"19JK1A0455","R19HS1101","ENGLISH","D","3"
"19JK1A0455","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0455","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0456","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0456","R19BS1106","APPLIED CHEMISTRY","F","0"
"19JK1A0456","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0456","R19ES1101","PROGRAMMING FOR PROBLEM SOLVING USING C","F","0"
"19JK1A0456","R19ES1102","PROGRAMMING FOR PROBLEM SOLVING USING C","S","1"
"19JK1A0456","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0456","R19HS1101","ENGLISH","D","3"
"19JK1A0456","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0456","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0457","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0457","R19BS1106","APPLIED CHEMISTRY","F","0"
"19JK1A0457","R19BS1107","APPLIED CHEMISTRY LAB","A","1"
"19JK1A0457","R19ES1101","PROGRAMMING FOR PROBLEM SOLVING USING C","F","0"
"19JK1A0457","R19ES1102","PROGRAMMING FOR PROBLEM SOLVING USING C","S","1"
"19JK1A0457","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0457","R19HS1101","ENGLISH","B","3"
"19JK1A0457","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0457","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0501","R19BS1101","MATHEMATICS-I","ABSENT","0"
"19JK1A0501","R19BS1106","APPLIED CHEMISTRY","ABSENT","0"
"19JK1A0501","R19BS1107","APPLIED CHEMISTRY LAB","ABSENT","0"
"19JK1A0501","R19ES1103","ENGINEERING DRAWING","ABSENT","0"
"19JK1A0501","R19ES1105","IT WORKSHOP","ABSENT","0"
"19JK1A0501","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","ABSENT","0"
"19JK1A0501","R19HS1101","ENGLISH","C","3"
"19JK1A0501","R19HS1102","ENGLISH LAB","ABSENT","0"
"19JK1A0501","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0502","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0502","R19BS1106","APPLIED CHEMISTRY","D","3"
"19JK1A0502","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0502","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0502","R19ES1105","IT WORKSHOP","S","1"
"19JK1A0502","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","D","3"
"19JK1A0502","R19HS1101","ENGLISH","D","3"
"19JK1A0502","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0502","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0503","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0503","R19BS1106","APPLIED CHEMISTRY","D","3"
"19JK1A0503","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0503","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0503","R19ES1105","IT WORKSHOP","S","1"
"19JK1A0503","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","F","0"
"19JK1A0503","R19HS1101","ENGLISH","D","3"
"19JK1A0503","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0503","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0504","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0504","R19BS1106","APPLIED CHEMISTRY","A","3"
"19JK1A0504","R19BS1107","APPLIED CHEMISTRY LAB","O","1"
"19JK1A0504","R19ES1103","ENGINEERING DRAWING","C","2"
"19JK1A0504","R19ES1105","IT WORKSHOP","O","1"
"19JK1A0504","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","F","0"
"19JK1A0504","R19HS1101","ENGLISH","B","3"
"19JK1A0504","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0504","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0505","R19BS1101","MATHEMATICS-I","B","3"
"19JK1A0505","R19BS1106","APPLIED CHEMISTRY","C","3"
"19JK1A0505","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0505","R19ES1103","ENGINEERING DRAWING","B","2"
"19JK1A0505","R19ES1105","IT WORKSHOP","S","1"
"19JK1A0505","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","D","3"
"19JK1A0505","R19HS1101","ENGLISH","B","3"
"19JK1A0505","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0505","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0507","R19BS1101","MATHEMATICS-I","D","3"
"19JK1A0507","R19BS1106","APPLIED CHEMISTRY","D","3"
"19JK1A0507","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0507","R19ES1103","ENGINEERING DRAWING","C","2"
"19JK1A0507","R19ES1105","IT WORKSHOP","S","1"
"19JK1A0507","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","D","3"
"19JK1A0507","R19HS1101","ENGLISH","D","3"
"19JK1A0507","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0507","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0508","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0508","R19BS1106","APPLIED CHEMISTRY","C","3"
"19JK1A0508","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0508","R19ES1103","ENGINEERING DRAWING","B","2"
"19JK1A0508","R19ES1105","IT WORKSHOP","O","1"
"19JK1A0508","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","D","3"
"19JK1A0508","R19HS1101","ENGLISH","C","3"
"19JK1A0508","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0508","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0509","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0509","R19BS1106","APPLIED CHEMISTRY","F","0"
"19JK1A0509","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0509","R19ES1103","ENGINEERING DRAWING","B","2"
"19JK1A0509","R19ES1105","IT WORKSHOP","S","1"
"19JK1A0509","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","D","3"
"19JK1A0509","R19HS1101","ENGLISH","C","3"
"19JK1A0509","R19HS1102","ENGLISH LAB","A","1"
"19JK1A0509","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0510","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0510","R19BS1106","APPLIED CHEMISTRY","F","0"
"19JK1A0510","R19BS1107","APPLIED CHEMISTRY LAB","A","1"
"19JK1A0510","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0510","R19ES1105","IT WORKSHOP","A","1"
"19JK1A0510","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","F","0"
"19JK1A0510","R19HS1101","ENGLISH","B","3"
"19JK1A0510","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0510","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0511","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0511","R19BS1106","APPLIED CHEMISTRY","D","3"
"19JK1A0511","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0511","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0511","R19ES1105","IT WORKSHOP","S","1"
"19JK1A0511","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","F","0"
"19JK1A0511","R19HS1101","ENGLISH","C","3"
"19JK1A0511","R19HS1102","ENGLISH LAB","A","1"
"19JK1A0511","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0512","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0512","R19BS1106","APPLIED CHEMISTRY","D","3"
"19JK1A0512","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0512","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0512","R19ES1105","IT WORKSHOP","O","1"
"19JK1A0512","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","D","3"
"19JK1A0512","R19HS1101","ENGLISH","D","3"
"19JK1A0512","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0512","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0513","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0513","R19BS1106","APPLIED CHEMISTRY","F","0"
"19JK1A0513","R19BS1107","APPLIED CHEMISTRY LAB","A","1"
"19JK1A0513","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0513","R19ES1105","IT WORKSHOP","S","1"
"19JK1A0513","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","F","0"
"19JK1A0513","R19HS1101","ENGLISH","C","3"
"19JK1A0513","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0513","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0514","R19BS1101","MATHEMATICS-I","D","3"
"19JK1A0514","R19BS1106","APPLIED CHEMISTRY","D","3"
"19JK1A0514","R19BS1107","APPLIED CHEMISTRY LAB","O","1"
"19JK1A0514","R19ES1103","ENGINEERING DRAWING","C","2"
"19JK1A0514","R19ES1105","IT WORKSHOP","O","1"
"19JK1A0514","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","A","3"
"19JK1A0514","R19HS1101","ENGLISH","B","3"
"19JK1A0514","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0514","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0515","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0515","R19BS1106","APPLIED CHEMISTRY","D","3"
"19JK1A0515","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0515","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0515","R19ES1105","IT WORKSHOP","S","1"
"19JK1A0515","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","D","3"
"19JK1A0515","R19HS1101","ENGLISH","C","3"
"19JK1A0515","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0515","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0516","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0516","R19BS1106","APPLIED CHEMISTRY","A","3"
"19JK1A0516","R19BS1107","APPLIED CHEMISTRY LAB","O","1"
"19JK1A0516","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0516","R19ES1105","IT WORKSHOP","O","1"
"19JK1A0516","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","C","3"
"19JK1A0516","R19HS1101","ENGLISH","C","3"
"19JK1A0516","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0516","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0517","R19BS1101","MATHEMATICS-I","D","3"
"19JK1A0517","R19BS1106","APPLIED CHEMISTRY","F","0"
"19JK1A0517","R19BS1107","APPLIED CHEMISTRY LAB","O","1"
"19JK1A0517","R19ES1103","ENGINEERING DRAWING","D","2"
"19JK1A0517","R19ES1105","IT WORKSHOP","O","1"
"19JK1A0517","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","D","3"
"19JK1A0517","R19HS1101","ENGLISH","D","3"
"19JK1A0517","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0517","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0518","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0518","R19BS1106","APPLIED CHEMISTRY","F","0"
"19JK1A0518","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0518","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0518","R19ES1105","IT WORKSHOP","S","1"
"19JK1A0518","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","C","3"
"19JK1A0518","R19HS1101","ENGLISH","B","3"
"19JK1A0518","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0518","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0519","R19BS1101","MATHEMATICS-I","B","3"
"19JK1A0519","R19BS1106","APPLIED CHEMISTRY","C","3"
"19JK1A0519","R19BS1107","APPLIED CHEMISTRY LAB","O","1"
"19JK1A0519","R19ES1103","ENGINEERING DRAWING","B","2"
"19JK1A0519","R19ES1105","IT WORKSHOP","O","1"
"19JK1A0519","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","B","3"
"19JK1A0519","R19HS1101","ENGLISH","A","3"
"19JK1A0519","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0519","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0520","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0520","R19BS1106","APPLIED CHEMISTRY","D","3"
"19JK1A0520","R19BS1107","APPLIED CHEMISTRY LAB","O","1"
"19JK1A0520","R19ES1103","ENGINEERING DRAWING","B","2"
"19JK1A0520","R19ES1105","IT WORKSHOP","O","1"
"19JK1A0520","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","D","3"
"19JK1A0520","R19HS1101","ENGLISH","C","3"
"19JK1A0520","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0520","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0521","R19BS1101","MATHEMATICS-I","A","3"
"19JK1A0521","R19BS1106","APPLIED CHEMISTRY","A","3"
"19JK1A0521","R19BS1107","APPLIED CHEMISTRY LAB","O","1"
"19JK1A0521","R19ES1103","ENGINEERING DRAWING","C","2"
"19JK1A0521","R19ES1105","IT WORKSHOP","O","1"
"19JK1A0521","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","C","3"
"19JK1A0521","R19HS1101","ENGLISH","B","3"
"19JK1A0521","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0521","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0522","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0522","R19BS1106","APPLIED CHEMISTRY","C","3"
"19JK1A0522","R19BS1107","APPLIED CHEMISTRY LAB","O","1"
"19JK1A0522","R19ES1103","ENGINEERING DRAWING","B","2"
"19JK1A0522","R19ES1105","IT WORKSHOP","O","1"
"19JK1A0522","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","A","3"
"19JK1A0522","R19HS1101","ENGLISH","C","3"
"19JK1A0522","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0522","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0524","R19BS1101","MATHEMATICS-I","B","3"
"19JK1A0524","R19BS1106","APPLIED CHEMISTRY","D","3"
"19JK1A0524","R19BS1107","APPLIED CHEMISTRY LAB","O","1"
"19JK1A0524","R19ES1103","ENGINEERING DRAWING","B","2"
"19JK1A0524","R19ES1105","IT WORKSHOP","O","1"
"19JK1A0524","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","C","3"
"19JK1A0524","R19HS1101","ENGLISH","A","3"
"19JK1A0524","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0524","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0525","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0525","R19BS1106","APPLIED CHEMISTRY","D","3"
"19JK1A0525","R19BS1107","APPLIED CHEMISTRY LAB","A","1"
"19JK1A0525","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0525","R19ES1105","IT WORKSHOP","A","1"
"19JK1A0525","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","F","0"
"19JK1A0525","R19HS1101","ENGLISH","D","3"
"19JK1A0525","R19HS1102","ENGLISH LAB","A","1"
"19JK1A0525","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0526","R19BS1101","MATHEMATICS-I","S","3"
"19JK1A0526","R19BS1106","APPLIED CHEMISTRY","B","3"
"19JK1A0526","R19BS1107","APPLIED CHEMISTRY LAB","O","1"
"19JK1A0526","R19ES1103","ENGINEERING DRAWING","A","2"
"19JK1A0526","R19ES1105","IT WORKSHOP","O","1"
"19JK1A0526","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","B","3"
"19JK1A0526","R19HS1101","ENGLISH","A","3"
"19JK1A0526","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0526","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0527","R19BS1101","MATHEMATICS-I","ABSENT","0"
"19JK1A0527","R19BS1106","APPLIED CHEMISTRY","ABSENT","0"
"19JK1A0527","R19BS1107","APPLIED CHEMISTRY LAB","ABSENT","0"
"19JK1A0527","R19ES1103","ENGINEERING DRAWING","ABSENT","0"
"19JK1A0527","R19ES1105","IT WORKSHOP","ABSENT","0"
"19JK1A0527","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","ABSENT","0"
"19JK1A0527","R19HS1101","ENGLISH","ABSENT","0"
"19JK1A0527","R19HS1102","ENGLISH LAB","ABSENT","0"
"19JK1A0527","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0528","R19BS1101","MATHEMATICS-I","C","3"
"19JK1A0528","R19BS1106","APPLIED CHEMISTRY","D","3"
"19JK1A0528","R19BS1107","APPLIED CHEMISTRY LAB","O","1"
"19JK1A0528","R19ES1103","ENGINEERING DRAWING","C","2"
"19JK1A0528","R19ES1105","IT WORKSHOP","O","1"
"19JK1A0528","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","C","3"
"19JK1A0528","R19HS1101","ENGLISH","A","3"
"19JK1A0528","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0528","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0529","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0529","R19BS1106","APPLIED CHEMISTRY","B","3"
"19JK1A0529","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0529","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0529","R19ES1105","IT WORKSHOP","S","1"
"19JK1A0529","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","D","3"
"19JK1A0529","R19HS1101","ENGLISH","D","3"
"19JK1A0529","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0529","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0530","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0530","R19BS1106","APPLIED CHEMISTRY","F","0"
"19JK1A0530","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0530","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0530","R19ES1105","IT WORKSHOP","S","1"
"19JK1A0530","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","F","0"
"19JK1A0530","R19HS1101","ENGLISH","C","3"
"19JK1A0530","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0530","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0531","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0531","R19BS1106","APPLIED CHEMISTRY","B","3"
"19JK1A0531","R19BS1107","APPLIED CHEMISTRY LAB","O","1"
"19JK1A0531","R19ES1103","ENGINEERING DRAWING","A","2"
"19JK1A0531","R19ES1105","IT WORKSHOP","O","1"
"19JK1A0531","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","A","3"
"19JK1A0531","R19HS1101","ENGLISH","B","3"
"19JK1A0531","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0531","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0532","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0532","R19BS1106","APPLIED CHEMISTRY","D","3"
"19JK1A0532","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0532","R19ES1103","ENGINEERING DRAWING","C","2"
"19JK1A0532","R19ES1105","IT WORKSHOP","S","1"
"19JK1A0532","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","D","3"
"19JK1A0532","R19HS1101","ENGLISH","C","3"
"19JK1A0532","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0532","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0533","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0533","R19BS1106","APPLIED CHEMISTRY","D","3"
"19JK1A0533","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0533","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0533","R19ES1105","IT WORKSHOP","S","1"
"19JK1A0533","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","D","3"
"19JK1A0533","R19HS1101","ENGLISH","C","3"
"19JK1A0533","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0533","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0534","R19BS1101","MATHEMATICS-I","S","3"
"19JK1A0534","R19BS1106","APPLIED CHEMISTRY","D","3"
"19JK1A0534","R19BS1107","APPLIED CHEMISTRY LAB","O","1"
"19JK1A0534","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0534","R19ES1105","IT WORKSHOP","O","1"
"19JK1A0534","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","D","3"
"19JK1A0534","R19HS1101","ENGLISH","C","3"
"19JK1A0534","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0534","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0535","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0535","R19BS1106","APPLIED CHEMISTRY","F","0"
"19JK1A0535","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0535","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0535","R19ES1105","IT WORKSHOP","S","1"
"19JK1A0535","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","D","3"
"19JK1A0535","R19HS1101","ENGLISH","B","3"
"19JK1A0535","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0535","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0536","R19BS1101","MATHEMATICS-I","B","3"
"19JK1A0536","R19BS1106","APPLIED CHEMISTRY","C","3"
"19JK1A0536","R19BS1107","APPLIED CHEMISTRY LAB","O","1"
"19JK1A0536","R19ES1103","ENGINEERING DRAWING","A","2"
"19JK1A0536","R19ES1105","IT WORKSHOP","O","1"
"19JK1A0536","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","B","3"
"19JK1A0536","R19HS1101","ENGLISH","B","3"
"19JK1A0536","R19HS1102","ENGLISH LAB","O","1"
"19JK1A0536","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0537","R19BS1101","MATHEMATICS-I","C","3"
"19JK1A0537","R19BS1106","APPLIED CHEMISTRY","D","3"
"19JK1A0537","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0537","R19ES1103","ENGINEERING DRAWING","C","2"
"19JK1A0537","R19ES1105","IT WORKSHOP","S","1"
"19JK1A0537","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","D","3"
"19JK1A0537","R19HS1101","ENGLISH","D","3"
"19JK1A0537","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0537","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0538","R19BS1101","MATHEMATICS-I","A","3"
"19JK1A0538","R19BS1106","APPLIED CHEMISTRY","C","3"
"19JK1A0538","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0538","R19ES1103","ENGINEERING DRAWING","A","2"
"19JK1A0538","R19ES1105","IT WORKSHOP","O","1"
"19JK1A0538","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","F","0"
"19JK1A0538","R19HS1101","ENGLISH","D","3"
"19JK1A0538","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0538","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0539","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0539","R19BS1106","APPLIED CHEMISTRY","D","3"
"19JK1A0539","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0539","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0539","R19ES1105","IT WORKSHOP","S","1"
"19JK1A0539","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","B","3"
"19JK1A0539","R19HS1101","ENGLISH","B","3"
"19JK1A0539","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0539","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0540","R19BS1101","MATHEMATICS-I","C","3"
"19JK1A0540","R19BS1106","APPLIED CHEMISTRY","B","3"
"19JK1A0540","R19BS1107","APPLIED CHEMISTRY LAB","O","1"
"19JK1A0540","R19ES1103","ENGINEERING DRAWING","A","2"
"19JK1A0540","R19ES1105","IT WORKSHOP","O","1"
"19JK1A0540","R19ES1112","FUNDAMENTALS OF COMPUTER SCIENCE","C","3"
"19JK1A0540","R19HS1101","ENGLISH","C","3"
"19JK1A0540","R19HS1102","ENGLISH LAB","S","1"
"19JK1A0540","R19MC1101","ENVIRONMENTAL SCIENCE","COMPLETED","0"
"19JK1A0541","R19BS1101","MATHEMATICS-I","F","0"
"19JK1A0541","R19BS1106","APPLIED CHEMISTRY","D","3"
"19JK1A0541","R19BS1107","APPLIED CHEMISTRY LAB","S","1"
"19JK1A0541","R19ES1103","ENGINEERING DRAWING","F","0"
"19JK1A0541","R19ES1105","IT WORKSHOP","S","1"
